image_file,mask_file,image_shape,mask_shape,image_hw,mask_hw,same_hw,status
62519.png,62519.npy,"(123, 435, 3)","(1, 123, 435)","(123, 435)","(123, 435)",True,ok
62623.png,62623.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
62625.png,62625.npy,"(520, 696, 4)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
62628.png,62628.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
62643.png,62643.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
62663.png,62663.npy,"(213, 367, 3)","(1, 213, 367)","(213, 367)","(213, 367)",True,ok
6269.png,6269.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
62733.png,62733.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
62748.png,62748.npy,"(512, 632, 3)","(2, 512, 632)","(512, 632)","(2, 512)",False,shape_mismatch
62754.png,62754.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
62767.png,62767.npy,"(128, 813, 3)","(1, 128, 813)","(128, 813)","(128, 813)",True,ok
62793.png,62793.npy,"(512, 772, 3)","(2, 512, 772)","(512, 772)","(2, 512)",False,shape_mismatch
62828.png,62828.npy,"(170, 1581, 3)","(1, 170, 1581)","(170, 1581)","(170, 1581)",True,ok
62833.png,62833.npy,"(512, 512)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
62848.png,62848.npy,"(167, 538, 3)","(1, 167, 538)","(167, 538)","(167, 538)",True,ok
62865.png,62865.npy,"(375, 364, 3)","(2, 375, 364)","(375, 364)","(2, 375)",False,shape_mismatch
62871.png,62871.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
62893.png,62893.npy,"(178, 254, 3)","(2, 178, 254)","(178, 254)","(2, 178)",False,shape_mismatch
6301.png,6301.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
63025.png,63025.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
63046.png,63046.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
6309.png,6309.npy,"(116, 830, 3)","(1, 116, 830)","(116, 830)","(116, 830)",True,ok
63095.png,63095.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
63100.png,63100.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
63102.png,63102.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
63117.png,63117.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
63146.png,63146.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
63197.png,63197.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
63205.png,63205.npy,"(204, 1867, 3)","(1, 204, 1867)","(204, 1867)","(204, 1867)",True,ok
63224.png,63224.npy,"(144, 652, 3)","(1, 144, 652)","(144, 652)","(144, 652)",True,ok
63245.png,63245.npy,"(97, 1150, 3)","(1, 97, 1150)","(97, 1150)","(97, 1150)",True,ok
63257.png,63257.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
63262.png,63262.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
63282.png,63282.npy,"(404, 447, 3)","(1, 404, 447)","(404, 447)","(404, 447)",True,ok
63286.png,63286.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
633.png,633.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
63306.png,63306.npy,"(206, 1301, 3)","(1, 206, 1301)","(206, 1301)","(206, 1301)",True,ok
63312.png,63312.npy,"(86, 1123, 3)","(1, 86, 1123)","(86, 1123)","(86, 1123)",True,ok
63348.png,63348.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
63350.png,63350.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
63355.png,63355.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
63357.png,63357.npy,"(922, 771, 3)","(2, 922, 771)","(922, 771)","(2, 922)",False,shape_mismatch
63371.png,63371.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
63397.png,63397.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
63425.png,63425.npy,"(238, 683, 3)","(1, 238, 683)","(238, 683)","(238, 683)",True,ok
63427.png,63427.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
63456.png,63456.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
63531.png,63531.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
63544.png,63544.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
63547.png,63547.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
63654.png,63654.npy,"(1040, 1388, 4)","(1, 1040, 1388)","(1040, 1388)","(1040, 1388)",True,ok
63687.png,63687.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
63689.png,63689.npy,"(72, 641, 3)","(1, 72, 641)","(72, 641)","(72, 641)",True,ok
63694.png,63694.npy,"(3888, 2592, 3)","(2, 3888, 2592)","(3888, 2592)","(2, 3888)",False,shape_mismatch
63707.png,63707.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
63713.png,63713.npy,"(512, 732, 3)","(1, 512, 732)","(512, 732)","(512, 732)",True,ok
6372.png,6372.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
63757.png,63757.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
63793.png,63793.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
63798.png,63798.npy,"(98, 588, 3)","(1, 98, 588)","(98, 588)","(98, 588)",True,ok
63834.png,63834.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
63839.png,63839.npy,"(415, 477, 3)","(3, 415, 477)","(415, 477)","(3, 415)",False,shape_mismatch
63871.png,63871.npy,"(514, 488, 3)","(2, 514, 488)","(514, 488)","(2, 514)",False,shape_mismatch
639.png,639.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
63918.png,63918.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
63947.png,63947.npy,"(341, 763, 3)","(1, 341, 763)","(341, 763)","(341, 763)",True,ok
63968.png,63968.npy,"(513, 512, 3)","(3, 513, 512)","(513, 512)","(3, 513)",False,shape_mismatch
64006.png,64006.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
64026.png,64026.npy,"(512, 697, 3)","(1, 512, 697)","(512, 697)","(512, 697)",True,ok
6406.png,6406.npy,"(512, 774, 3)","(1, 512, 774)","(512, 774)","(512, 774)",True,ok
6407.png,6407.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
64084.png,64084.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
64098.png,64098.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
64116.png,64116.npy,"(512, 512, 3)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
64120.png,64120.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
64128.png,64128.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
64134.png,64134.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
64165.png,64165.npy,"(1717, 447, 3)","(1, 1717, 447)","(1717, 447)","(1717, 447)",True,ok
64173.png,64173.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
64188.png,64188.npy,"(512, 779, 3)","(1, 512, 779)","(512, 779)","(512, 779)",True,ok
6419.png,6419.npy,"(182, 1144, 3)","(1, 182, 1144)","(182, 1144)","(182, 1144)",True,ok
64194.png,64194.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
64216.png,64216.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
64233.png,64233.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
64239.png,64239.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
64245.png,64245.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
64268.png,64268.npy,"(512, 512, 3)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
64272.png,64272.npy,"(512, 715, 3)","(1, 512, 715)","(512, 715)","(512, 715)",True,ok
64280.png,64280.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
64285.png,64285.npy,"(214, 187, 3)","(1, 214, 187)","(214, 187)","(214, 187)",True,ok
64289.png,64289.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
6432.png,6432.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
64332.png,64332.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
64360.png,64360.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
64362.png,64362.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
64391.png,64391.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
64435.png,64435.npy,"(70, 510, 3)","(2, 70, 510)","(70, 510)","(2, 70)",False,shape_mismatch
64449.png,64449.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
6448.png,6448.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
64524.png,64524.npy,"(167, 610, 3)","(1, 167, 610)","(167, 610)","(167, 610)",True,ok
6454.png,6454.npy,"(352, 491, 3)","(2, 352, 491)","(352, 491)","(2, 352)",False,shape_mismatch
64589.png,64589.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
64601.png,64601.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
64649.png,64649.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
64685.png,64685.npy,"(841, 1177, 3)","(2, 841, 1177)","(841, 1177)","(2, 841)",False,shape_mismatch
64717.png,64717.npy,"(512, 826, 3)","(1, 512, 826)","(512, 826)","(512, 826)",True,ok
64749.png,64749.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
64750.png,64750.npy,"(104, 615, 3)","(1, 104, 615)","(104, 615)","(104, 615)",True,ok
64756.png,64756.npy,"(512, 554, 3)","(1, 512, 554)","(512, 554)","(512, 554)",True,ok
6476.png,6476.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
64773.png,64773.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
64821.png,64821.npy,"(657, 1139, 3)","(1, 657, 1139)","(657, 1139)","(657, 1139)",True,ok
6488.png,6488.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
64881.png,64881.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
64935.png,64935.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
64941.png,64941.npy,"(101, 626, 3)","(1, 101, 626)","(101, 626)","(101, 626)",True,ok
64971.png,64971.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
64972.png,64972.npy,"(512, 772, 3)","(1, 512, 772)","(512, 772)","(512, 772)",True,ok
65039.png,65039.npy,"(100, 1071, 3)","(1, 100, 1071)","(100, 1071)","(100, 1071)",True,ok
65065.png,65065.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
6508.png,6508.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
6516.png,6516.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
65167.png,65167.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
65177.png,65177.npy,"(512, 642, 3)","(1, 512, 642)","(512, 642)","(512, 642)",True,ok
65189.png,65189.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
65200.png,65200.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
65214.png,65214.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
65230.png,65230.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
65242.png,65242.npy,"(152, 133, 3)","(1, 152, 133)","(152, 133)","(152, 133)",True,ok
653.png,653.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
65311.png,65311.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
65322.png,65322.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
65371.png,65371.npy,"(233, 1042, 3)","(1, 233, 1042)","(233, 1042)","(233, 1042)",True,ok
65382.png,65382.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
65396.png,65396.npy,"(512, 634, 3)","(1, 512, 634)","(512, 634)","(512, 634)",True,ok
65399.png,65399.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
6540.png,6540.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
65463.png,65463.npy,"(388, 523, 3)","(2, 388, 523)","(388, 523)","(2, 388)",False,shape_mismatch
65465.png,65465.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
65481.png,65481.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
65532.png,65532.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
6566.png,6566.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
6580.png,6580.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
6581.png,6581.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
6596.png,6596.npy,"(80, 552, 3)","(1, 80, 552)","(80, 552)","(80, 552)",True,ok
6618.png,6618.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
6620.png,6620.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
6633.png,6633.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
6658.png,6658.npy,"(109, 678, 3)","(1, 109, 678)","(109, 678)","(109, 678)",True,ok
6676.png,6676.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
6696.png,6696.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
6729.png,6729.npy,"(1056, 597, 3)","(1, 1056, 597)","(1056, 597)","(1056, 597)",True,ok
6737.png,6737.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
6775.png,6775.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
6782.png,6782.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
6800.png,6800.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
6811.png,6811.npy,"(186, 518, 3)","(1, 186, 518)","(186, 518)","(186, 518)",True,ok
6845.png,6845.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
6857.png,6857.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
6892.png,6892.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
6932.png,6932.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
6942.png,6942.npy,"(512, 687, 3)","(2, 512, 687)","(512, 687)","(2, 512)",False,shape_mismatch
6959.png,6959.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
6993.png,6993.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
6999.png,6999.npy,"(468, 532, 3)","(2, 468, 532)","(468, 532)","(2, 468)",False,shape_mismatch
7004.png,7004.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
7013.png,7013.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
7050.png,7050.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
7120.png,7120.npy,"(512, 560, 3)","(2, 512, 560)","(512, 560)","(2, 512)",False,shape_mismatch
7127.png,7127.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
7130.png,7130.npy,"(677, 769, 3)","(2, 677, 769)","(677, 769)","(2, 677)",False,shape_mismatch
7146.png,7146.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
7179.png,7179.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
7210.png,7210.npy,"(520, 696, 4)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
7274.png,7274.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
7279.png,7279.npy,"(562, 878, 3)","(1, 562, 878)","(562, 878)","(562, 878)",True,ok
7282.png,7282.npy,"(76, 393, 3)","(1, 76, 393)","(76, 393)","(76, 393)",True,ok
732.png,732.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
7320.png,7320.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
7333.png,7333.npy,"(512, 609, 3)","(2, 512, 609)","(512, 609)","(2, 512)",False,shape_mismatch
7411.png,7411.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
7430.png,7430.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
745.png,745.npy,"(512, 574, 3)","(2, 512, 574)","(512, 574)","(2, 512)",False,shape_mismatch
7455.png,7455.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
7465.png,7465.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
7498.png,7498.npy,"(1024, 1280, 3)","(2, 1024, 1280)","(1024, 1280)","(2, 1024)",False,shape_mismatch
751.png,751.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
752.png,752.npy,"(74, 426, 3)","(1, 74, 426)","(74, 426)","(74, 426)",True,ok
7561.png,7561.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
7574.png,7574.npy,"(968, 637, 3)","(1, 968, 637)","(968, 637)","(968, 637)",True,ok
7610.png,7610.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
7649.png,7649.npy,"(1024, 1280, 3)","(1, 1024, 1280)","(1024, 1280)","(1024, 1280)",True,ok
765.png,765.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
767.png,767.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
7698.png,7698.npy,"(500, 786, 3)","(2, 500, 786)","(500, 786)","(2, 500)",False,shape_mismatch
770.png,770.npy,"(256, 320, 4)","(3, 256, 320)","(256, 320)","(3, 256)",False,shape_mismatch
7703.png,7703.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
7705.png,7705.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
7712.png,7712.npy,"(204, 1867, 3)","(1, 204, 1867)","(204, 1867)","(204, 1867)",True,ok
7713.png,7713.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
7715.png,7715.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
7716.png,7716.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
775.png,775.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
7759.png,7759.npy,"(240, 778, 3)","(1, 240, 778)","(240, 778)","(240, 778)",True,ok
7770.png,7770.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
7771.png,7771.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
7827.png,7827.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
7829.png,7829.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
7904.png,7904.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
7914.png,7914.npy,"(512, 640, 4)","(2, 512, 640)","(512, 640)","(2, 512)",False,shape_mismatch
7972.png,7972.npy,"(190, 1188, 3)","(1, 190, 1188)","(190, 1188)","(190, 1188)",True,ok
7986.png,7986.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
8017.png,8017.npy,"(512, 679, 3)","(2, 512, 679)","(512, 679)","(2, 512)",False,shape_mismatch
8034.png,8034.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
804.png,804.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
8074.png,8074.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
8080.png,8080.npy,"(105, 1255, 3)","(1, 105, 1255)","(105, 1255)","(105, 1255)",True,ok
8081.png,8081.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
8092.png,8092.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
8109.png,8109.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
8130.png,8130.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
8169.png,8169.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
8175.png,8175.npy,"(486, 487, 3)","(1, 486, 487)","(486, 487)","(486, 487)",True,ok
8214.png,8214.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
8246.png,8246.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
8259.png,8259.npy,"(512, 669, 3)","(1, 512, 669)","(512, 669)","(512, 669)",True,ok
8266.png,8266.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
8268.png,8268.npy,"(582, 113, 3)","(1, 582, 113)","(582, 113)","(582, 113)",True,ok
8288.png,8288.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
8300.png,8300.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
8388.png,8388.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
8401.png,8401.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
842.png,842.npy,"(717, 1044, 3)","(3, 717, 1044)","(717, 1044)","(3, 717)",False,shape_mismatch
8424.png,8424.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
8431.png,8431.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
8481.png,8481.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
8517.png,8517.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
8565.png,8565.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
8613.png,8613.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
8622.png,8622.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
